text,sentiment,category
hat trick beating keeper short side goal minute gave lead athletics red would go victory,-0.4939,neu
brother tomorrow world mental health day wonder would say,0.0,neu
riding subway new york,0.0,neu
marc line operating minute due freight interference,0.0,neu
city al everyone pay,-0.1027,neu
watch people commit crime anything stop,-0.5423,neg
cycle strategy agree added wish greedy,0.4404,pos
east street university place stark naked man went nut union square station official struggle get calm run subway car,0.0,neu
make appreciation official please click link complete submit feedback form,0.6808,neu
still ongoing learn,0.0,neu
mainly friend pizza please hour close proximity key walkable ideal since small brain comprehend,0.836,neu
work see often people put hand door,0.4939,neu
attitude,0.0,neu
work,0.0,neu
defeat athletics,-0.4588,neg
union job description,0.0,neu
run local chamber tonight starting please see,0.3182,neu
someone holding door every station transit fault right door problem right one anything cause must fault get together,-0.7964,neu
probably taking video,0.0,neu
hate bad stop lazy get license,-0.8979,neg
plan line,0.0,neu
local express local express,0.0,neu
really stop turning uptown without announcement,-0.3597,neu
comptroller finance trouble knew via,-0.4019,neu
get sue fume pink bus lane paint mask like minute,0.0772,neu
athletics trade goal minute red leading,0.0,neu
depart run much service bus operator available check travel,0.0,neu
found awesome song,0.6249,pos
sorry know rough,-0.0772,neu
address,0.0,neu
trip depart run much service operator available see next bus arrival,0.0,neu
spoke soon sigh back avenue standing zone clearly marked construction safe passing cyclist pedestrian showing regard neighbor many use bike regularly,0.6908,neu
face billion budget gap year state comptroller,0.0,neu
large real estate portfolio never said self sufficient say self sufficient tax contribution,0.0,neu
debt could bar upgrade transit system comptroller,-0.3612,neu
ah yes row god intended,0.5859,pos
trying kill stress unknown cause duration moving,-0.8176,neg
museum exactly abstain,0.0,neu
week pa announcement add cop platform platform rush hour full due dude sleeping across seat bike inside car,0.0,neu
want usual sap foot agency bill especially via regressive tax middle class working driver cult see,0.0772,neu
goal minute third game given lead athletics,0.0,neu
recent support ally original tweet link,0.6124,pos
seriously congestion tax frankly people know behave road act like never took driving course damn life,-0.2263,neu
know sop comptroller report state comptroller know better telling find money responsibility governor legislature,0.4404,neu
city palmer invite application position event center arena operation assistant please follow link apply,0.4404,neu
new event host love time revolution screening session,0.6369,neu
finally wear musket concealed carry floor length tunic,0.0,neu
level still far pandemic level inflation rise could operating deficit billion unless agency find new way bring money according new analysis,-0.4019,neu
partner sublet long distance relationship grudge,0.0,neu
real,0.0,neu
transit fare even pay insane level dick eating,-0.7506,neg
importantly would say,0.3182,pos
support,0.4019,pos
new event together winter gala return year black tie event raise money struggle freedom detail reg,0.4404,neu
hello sorry hear negative experience share feedback team,-0.4215,neg
dude calling,0.0,neu
bus group want start child pay express bus control free ride,0.4939,neu
tiffany caban right anything protect serve talking meanwhile crime happening right nose,-0.2263,neu
mayor want people go back office century seamless mon even communicate emergency,-0.3182,neu
congratulation controller mason recipient award join accomplishment,0.8625,pos
hey still waiting tap pay,-0.1027,neu
congratulation business administration student de villa supply chain management logistics student recipient scholarship technology accelerator thank community partner,0.7506,neu
update longer car vest front window strip avenue sunset park look like construction crew park standing zone dot,0.3612,neu
new event finger kitchen one pop kitchen spring revolution must order check detail,0.0,neu
worker talk head,0.0,neu
remember safety side go around crossing gate rail road crossing stay behind gate past septum,0.4215,neu
update longer car vest front window strip avenue sunset park look like construction crew park standing zone dot,0.3612,neu
nice day,0.4215,pos
half lead athletics,0.0,neu
like guy,0.3612,pos
last season struggling striker,-0.4215,neu
today driver stopping bus getting seat screaming passenger afford pay fare report dangerous bus driver,-0.7717,neu
going bus driver first one saw catch bus baby arm close door face next two consecutive bus skip stop without waiting minute far,-0.296,neu
job collect pension,0.0,neu
stop,-0.296,neg
lead three second game minute athletics,0.0,neu
new event hold monthly south east book craft fair detail,0.3182,neu
oppose self sufficient exactly,0.0,neu
quickly double lead finish job bush red go athletics,0.0,neu
got much time man,0.0,neu
yan thank great news update entry calendar,0.765,pos
evening traffic update wonderful night,0.5719,neu
hook year debt payment report say forget major subway bus upgrade something ballooning debt,-0.7096,neu
open scoring minute goal give red lead athletics,0.0,neu
like min,0.3612,pos
boston,0.0,neu
neve,0.0,neu
recent support ally original tweet link,0.6124,pos
anyone know long take,0.0,neu
arena station run two park fan transfer service east west,0.3182,neu
face billion budget gap year state comptroller,0.0,neu
count ya blessing love,0.8126,pos
wonderful still knew ben work send supporting proposal ball still councilwoman court follow city council recommendation,0.765,neu
evening woman soccer game athletics underway,0.0,neu
disburse think chief deliver money forgotten stadium ya ona,-0.2263,neu
express local express local,0.0,neu
murphy still fighting congestion plan president joe last week mandate environmental impact study new jersey,-0.3612,neu
cousin really job,0.0,neu
think protecting really oblivious reality maybe take without security detail day ass,-0.6742,neu
forward block sent,-0.4404,neg
posted photo mount university,0.0,neu
hard fought fight,-0.6486,neg
many project improve rail service making connection simpler east side access project allow station access project take,0.5859,neu
face billion budget gap year state comptroller,0.0,neu
million grant install camera entire fleet mass transit done tiny amount spend,0.3612,neu
